parameter_A,parameter_B,evidence_label,interaction_incremental_r2,fold_reproducibility,quality_score,evidence_tier_A,evidence_tier_B,admission_rule
TOPSIN_ET_C500pf,MEASURE_ET_lkg_100,STRONG,0.0733,5/5,5.7,LOW_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs1,THIN_ET_DC_RF_Vp_1,STRONG,0.0874,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_Rcat_cn_1_OW_ST,STRONG,0.0648,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_lkg_50_at20V,STRONG,0.0979,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_100_at20V,MEASURE_ET_Rcat_cn_3,STRONG,0.0529,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Cap2pf,TOPSIN_ET_lkg_C300pf,STRONG,0.0584,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_GATE_ET_lkg_SY8_80,THIN_ET_Ran_con_2_OW_CR,STRONG,0.0396,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vds_max,THIN_ET_Ran_con_2_OW_CR,MODERATE,0.0162,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_sh_GA142,SIN_GATE_ET_lkg_SY8_80,MODERATE,0.0364,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_SY07_10,MEASURE_ET_DC_RF_S22dB_26GHz_W,STRONG,0.0585,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Stress_Idss_before,OHMIC_ET_OHMC,STRONG,0.0883,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rcat_cn_1_OW_ST,TOPSIN_ET_CapUSV_0,STRONG,0.1012,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vbin_gs,MEASURE_ET_RF_Modeling_Cgd_err,STRONG,0.0262,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Cap3pf_0,THIN_ET_lkg_5,MODERATE,0.0731,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_70,BRIDGE_METAL_Height_Final_TOP_metal_thickness,STRONG,0.0819,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_R414,MEASURE_ET_DC_Big_S12dB_10GHz,STRONG,0.0403,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Vbpin,THIN_ET_i5021_3,STRONG,0.0364,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100,SIN_ET_lkg_SY07_10,STRONG,0.1066,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapFICM1,CATHODE_ET_Rcat_cn_3_OW_ST,STRONG,0.094,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_n_gd,THIN_ET_DC_RF_Vp_1,MODERATE,0.0103,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,TOPSIN_ET_DC_SMALL_Vdg_max,STRONG,0.0345,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_PIV_Ids1_QP1,THIN_ET_TF_AB_2,STRONG,0.0697,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Stress_Vp_before,FIC_ET_lkg_SY8_80,STRONG,0.1057,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vbin_gs,MEASURE_ET_DC_SEC_Vgs_0p5V,MODERATE,0.0091,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_5,TOPSIN_ET_C100CapUSV,STRONG,0.1059,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs_0p1,MEASURE_ET_C300_0,STRONG,0.1193,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Rc_f_tn_23,MEASURE_ET_lkg_50_at20V,STRONG,0.0766,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,FIC_ET_sh_f_tn_23,MODERATE,0.043,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_50,MEASURE_ET_DC_RF_K_W,STRONG,0.0639,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_Vth,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,STRONG,0.1011,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_100_at20V,MEASURE_ET_DC_RF_K_W,MODERATE,0.0474,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,OHMIC_ET_Ran_con_1,MODERATE,0.0267,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Vbgd1_Vd3,TOPSIN_ET_DC_RF_Vboff,MODERATE,0.0129,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_PAD_10,MEASURE_ET_lkg_C300FB,STRONG,0.2052,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vg_optt1,TOPSIN_ET_R_f_hr_3,STRONG,0.0824,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_C450pf,TOPSIN_ET_DC_SMALL_Vg_gm_max,MODERATE,0.0324,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,SIN_ET_lkg_SY8_80,STRONG,0.1113,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_cat_ct2,MEASURE_ET_DC_SEC_Vp_1mA,STRONG,0.0341,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Gm_max,THIN_ET_Ran_con_1,MODERATE,0.0233,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,STRONG,0.0603,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vbgs1,TOPSIN_ET_CapPARCAP_0,STRONG,0.0558,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs_0p01,FIC_ET_DC_RF_Vp_1,STRONG,0.0685,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C450pf,MODERATE,0.1927,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_CF_S21_Mag_L1018,MEASURE_ET_RF_Modeling_Fmax,STRONG,0.0448,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
ANODE_ET_Ran_con_1,MEASURE_ET_lkg_100_at20V,STRONG,0.0973,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Vds_max,FIC_ET_DC_RF_Vbgs_0p01,STRONG,0.051,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Vbin_gs,TOPSIN_ET_C100CapFICM1,MODERATE,0.0368,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300,MEASURE_ET_lkg_C385pf,STRONG,0.1095,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,TOPSIN_ET_DC_RF_Idss,STRONG,0.117,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100C175pf,SIN_GATE_ET_lkg_SY8_80,STRONG,0.0969,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_C100,MEASURE_ET_DC_Big_Vg_optt2,MODERATE,0.062,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_Cap3,MEASURE_ET_C200_0,STRONG,0.1016,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vp_1,MEASURE_ET_lkg_CapPARCAP,STRONG,0.1321,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_PAD_10,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,STRONG,0.0813,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300pf,MEASURE_ET_RF_Modeling_Gm,STRONG,0.0788,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_R_f_hr_3,MEASURE_ET_lkg_CapFICM1,MODERATE,0.0202,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Stress_Vp_after,MEASURE_ET_C100,STRONG,0.1189,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,SIN_GATE_ET_lkg_SY8_80,STRONG,0.126,5/5,5.7,LOW_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_70_at20V,MEASURE_ET_DC_SEC_X_Vg_at_I3_pos,MODERATE,0.0385,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_lkg_5,MEASURE_ET_Cap2pf,STRONG,0.1058,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300pf,THIN_ET_Rc_f_hr_23,STRONG,0.0888,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_PIV_Ids0_QP3,TOPSIN_ET_lkg_C300pf,MODERATE,0.0542,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_100_at20V,TOPSIN_ET_C100Cap1pf,STRONG,0.1031,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_sh_f_tn_23,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,STRONG,0.0293,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Id_gm_max,MEASURE_ET_lkg_5,STRONG,0.0387,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,TOPSIN_ET_DC_PIV_Drain_Lag_1,STRONG,0.0706,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Big_S12dB_10GHz,TOPSIN_ET_lkg_C300pf,STRONG,0.0705,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_C300,MEASURE_ET_lkg_5,MODERATE,0.0792,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vg_gm_max,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,STRONG,0.14,5/5,6.0,HIGH_EVIDENCE,MEDIUM_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SMALL_Vg_gm_max,TOPSIN_ET_R_f_hr_3,STRONG,0.1081,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_Cap_USV,TOPSIN_ET_Load_Pull_P.A.E_Last,STRONG,0.0295,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C300pf,OHMIC_ET_Ran_con_1,MODERATE,0.0334,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_KLV_F_AB_4u,MaskSetSupplyChipsCount,MODERATE,0.0721,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vp_01,THIN_ET_Ran_con_1,MODERATE,0.0238,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_CapFICBRGM,SIN_GATE_ET_Rc_OG142_GN,STRONG,0.0822,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Gm_m2,TOPSIN_ET_lkg_C450pf,STRONG,0.0641,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Stress_Id_stress_before,FIC_ET_lkg_SY8_80,STRONG,0.041,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SMALL_Vg_max_Vd,MaskSetSupplyChipsCount,STRONG,0.0873,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Gm_m0p2_W,SIN_ET_DC_RF_Vp_1,STRONG,0.0761,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TFRP_ET_Rsh_TFR2,TOPSIN_ET_lkg_SY07_10,STRONG,0.0418,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_C100Cap1pf,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,STRONG,0.1044,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs1,SIN_GATE_ET_Rc_OG142_GN,STRONG,0.0943,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Probe_Number,TOPSIN_ET_lkg_C300pf,MODERATE,0.0311,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_Stress_Vp_after,SIN_ET_DC_RF_Vg_optt1,STRONG,0.0434,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_GATE_ET_lkg_5,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,MODERATE,0.0332,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_OHMC,TOPSIN_ET_CapUSV_0,STRONG,0.1112,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vboff,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MODERATE,0.0134,3/5,5.1,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_lkg_SY07_10,TOPSIN_ET_Gate_res,MODERATE,0.0642,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_R_f_tn_2,MEASURE_ET_LT_SEC_Vg_Id_min,MODERATE,0.0221,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Vg_gm_max,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MODERATE,0.072,4/5,5.8,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge+G3_multichannel_corroborated
TOPSIN_ET_DC_PIV_Ids0_QP3,MEASURE_ET_DC_RF_Vg_Vbon_min,STRONG,0.0426,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_lkg_10,THIN_ET_DC_RF_Vdg_max,MODERATE,0.0354,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100CapPARCAP,FIC_ET_lkg_SY07_10,STRONG,0.0788,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_100,MEASURE_ET_DC_RF_K_W,STRONG,0.0505,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_SMALL_Vbgs1,MEASURE_ET_Rc_OG142_GN,STRONG,0.0938,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,TOPSIN_ET_lkg_C300pf,STRONG,0.1327,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_OG142_GN,THIN_ET_Rcat_cn_1,MODERATE,0.0134,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_Ft,MEASURE_ET_lkg_100_at20V,STRONG,0.0692,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Ran_con_1,SIN_GATE_ET_lkg_SY8_80,STRONG,0.0318,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_lkg_C450pf,MEASURE_ET_Vbkdn_Cap100,STRONG,0.034,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vbgd1,MEASURE_ET_DC_Stress_Id_max_Ig_after,STRONG,0.0779,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_PAD_10,TOPSIN_ET_DC_RF_Vg_max_Vd,MODERATE,0.0252,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_Rc_f_hr_23,SIN_ET_lkg_SY07_10,STRONG,0.0912,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_DC_RF2_S11ang_26GHz,STRONG,0.0698,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_lkg_C300pf,STRONG,0.0914,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_PIV_Ids0_QP3,FIC_ET_DC_RF_Vds_max,STRONG,0.0834,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_CapFICM1_0,MODERATE,0.0881,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100CapFICM1,TOPSIN_ET_lkg_SY07_10,STRONG,0.1385,5/5,5.7,LOW_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vg_optt3,MEASURE_ET_lkg_100,STRONG,0.1278,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,TOPSIN_ET_Cap3pf_0,MODERATE,0.0649,3/5,5.1,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vgs_0p5V,THIN_ET_DC_RF_Vp_1,MODERATE,0.0177,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_sh_f_tn_23,MEASURE_ET_RF_Modeling_Fmax,STRONG,0.048,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_Rc_OG142_GN,MEASURE_ET_DC_RF_Imax_W,STRONG,0.0958,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Rc_f_tn_23,TOPSIN_ET_DC_SMALL_Vbgd_0p1,STRONG,0.0938,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
ANODE_ET_Ran_con_1,SIN_ET_DC_RF_Vbin_gs,STRONG,0.0581,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_70,MEASURE_ET_lkg_CapPARCAP,STRONG,0.1267,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_Vbin_gs,MEASURE_ET_DC_RF_Gm_m0p2_W,MODERATE,0.0752,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
OHMIC_ET_lkg_5,MEASURE_ET_C100USV_Cappf,STRONG,0.0841,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_50,TOPSIN_ET_R_f_hr_2,STRONG,0.0819,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Id_gm_max,MEASURE_ET_lkg_5,STRONG,0.0747,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
THIN_ET_DC_RF_Vg_optt3,MEASURE_ET_DC_RF_S11dB_10GHz,MODERATE,0.0206,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF_Vboff,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,STRONG,0.0934,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SMALL_Vp_01,THIN_ET_lkg_5,STRONG,0.1235,5/5,6.0,MEDIUM_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,THIN_ET_Rcat_cn_1,STRONG,0.0922,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C385pf,THIN_ET_i5021_3,MODERATE,0.0396,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_FPSD3p2,MEASURE_ET_lkg_10,STRONG,0.1493,5/5,5.7,LOW_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,STRONG,0.1032,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Vdg_max_0p1,MEASURE_ET_DC_Stress_Vp_after,MODERATE,0.0445,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_C300pf,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,STRONG,0.109,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_R414,TOPSIN_ET_Cap1pf,STRONG,0.1186,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
SIN_ET_DC_RF_Ids_m0p2,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MODERATE,0.0242,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_lkg_5,STRONG,0.1082,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_RF_Modeling_K,THIN_ET_TF_AB_2,STRONG,0.0794,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vbgs_0p01,THIN_ET_DC_RF_Vg_max_Vd_0p1mA,MODERATE,0.0251,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_Rc_f_tn_23,TOPSIN_ET_lkg_Cap_USV,STRONG,0.0519,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_DC_RF2_MAG_26GHz,TOPSIN_ET_lkg_C300pf,MODERATE,0.0355,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_C100,THIN_ET_lkg_5,MODERATE,0.0602,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Gm_m2,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MODERATE,0.0634,4/5,5.3,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_DC_RF_Imax_W,STRONG,0.1206,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_Rc_an_ct2_OW_CR,STRONG,0.1056,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
MEASURE_ET_lkg_50,TOPSIN_ET_DC_RF_Vbgs_0p1,STRONG,0.0913,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
TOPSIN_ET_Gm_max,BRGM_ET_KLV_F_AB_4u,STRONG,0.0793,5/5,6.5,HIGH_EVIDENCE,HIGH_EVIDENCE,G2_hub_feature_edge
