parameter_A,parameter_B,channels,n_channels,source,evidence_tier_A,evidence_tier_B
BRGM_ET_Rc_F_AB_2,GATE2_CD_Gate_Leg_Length,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vp_01,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vg_gm_max,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,THIN_ET_DC_RF_Vds_max_0p1mA,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Rc_F_AB_2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_S11ang_10GHz,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Gm_m0p2_W,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,MEASURE_ET_RF_Modeling_Gm_err,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Delta_MAG_19G,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rc_f_tn_23,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_SMALL_Idss,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rc_F_AB_2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rc_cat_ct2_OW_ST,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
CATHODE_ET_Rcat_cn_3,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_Big_Imax,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_Cap_C300FM1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vp_01,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vbgs_0p1,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_max,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Idss_before,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_TF_AB_2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_VIA_KLV_2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vg_optt1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vg_gm_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vbin_gs,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,FIC_ET_DC_RF_Vbin_gd,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,FIC_ET_DC_RF_Gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Gm_0,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_C100S1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vp_01,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,SIN_ET_DC_RF_Vg_optt3,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,SIN_ET_DC_RF_Vbgs1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Gm_max,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_PIV_Imax_QP2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_PIV_Idss_QP1,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
METAL1_Height_Metal1_metal_thickness,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,MEASURE_ET_lkg_SY8_80,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_R214,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Load_Pull_Vg,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Load_Pull_Freq,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Rc_cat_ct2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Gm_max_before,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Gm_max_after,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RD_Vbon_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_C300,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_50_at20V,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rcat_cn_3_OW_ST,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rcat_cn_2_OW_ST,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Rc_f_tn_23,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vp_01,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,THIN_ET_DC_RF_Vg_gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,MEASURE_ET_Vbkdn_CapBig,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vbin_gs,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vbgs_0p01,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vbgd_0p01,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_Thickness_SiN_Thickness,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_n_gd,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vp_01,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vds_max_0p1mA,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vbgd1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,SIN_ET_DC_RF_Imax,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_PIV_Imax_QP2,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C100CapM1BRGM,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_Cap2pf_0,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_PIV_Gate_Lag_1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_C100Cap3pf,BRGM_ET_TR_1F,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_TR_1F,FIC_ET_DC_RF_Vg_optt1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap2,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Probe_Number,MEASURE_ET_lkg_C300M1B,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C300FB,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_C175pf,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_PIV_Idss_QP2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_PIV_Imax_QP2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_i5021_1,BRGM_ET_TR_1F,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_lkg_C300,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_lkg_C175pf,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Vp_1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_Rc_f_hr_23,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_DC_SMALL_Vp_1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_SMALL_Imax,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_DC_SMALL_Gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Vp_1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Vg_max_Vd_0p1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,TOPSIN_ET_DC_RF_Id_gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C100C500pf,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,THIN_ET_DC_RF_Vbgd_0p1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_C200,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,SIN_GATE_ET_lkg_SY07_10,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_n_gs,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_SMALL_Vp_1,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Vp_01,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_SEC_Vg_gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Gm_max_after,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_FPSD3p2,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Id_gm_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_DC_RF_Vg_gm_max,BRGM_ET_TR_1F,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_TR_1F,FIC_ET_DC_RF_Vbin_gd,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_TR_1F,FIC_ET_DC_RF_Gm_0,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_TR_1F,BRGM_ET_lkg_SY07_10,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_i5021_3,BRGM_ET_TR_1F,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Gm_m0p2,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_Freq_cut_L1018,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Ids_max_ON,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_Stress_Gm_max_before,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_Stress_Id_gm_max_after,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Idss_before,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_lkg_Cap2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_lkg_C300M1B,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_Vbkdn_CapBig,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Rsh_cat_c2,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Gm_max,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_PIV_Idss_QP1,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,BRGM_ET_Probe_Number,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
METAL1_Height_Metal1_metal_thickness,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Vg_gm_max_W,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_RF_Modeling_Id_search,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Id_gm_max_W,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_Gm_m0p2_W,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_RF_Modeling_Gm_err,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_R214,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vp_before,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Stress_Vg_gm_max_before,BRGM_ET_Rc_F_AB_2,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_Stress_Vg_gm_max_after,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_lkg_SY8_80,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_TR_1F,MEASURE_ET_C100CapFICBRGM,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rc_F_AB_2,MEASURE_ET_DC_SEC_Gm_max,M4_shared_interaction_neighborhood,1,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
